service_id,route_id,trip_id,direction_id,trip_headsign,block_id
SA,BLUE,SA_100640,0,Raidurg,SA_30801
SA,BLUE,SA_100641,1,Nagole,SA_30801
SA,BLUE,SA_100642,0,Raidurg,SA_31701
SA,BLUE,SA_100643,1,Nagole,SA_31701
SA,BLUE,SA_100644,0,Raidurg,SA_30901
SA,BLUE,SA_100645,1,Nagole,SA_30901
SA,BLUE,SA_100646,0,Raidurg,SA_31801
SA,BLUE,SA_100647,1,Nagole,SA_31801
SA,BLUE,SA_100648,0,Raidurg,SA_31001
SA,BLUE,SA_100649,1,Nagole,SA_31001
SA,BLUE,SA_100650,0,Raidurg,SA_31101
SA,BLUE,SA_100651,1,Nagole,SA_31101
SA,BLUE,SA_100652,0,Raidurg,SA_31901
SA,BLUE,SA_100653,1,Nagole,SA_31901
SA,BLUE,SA_100654,0,Raidurg,SA_30101
SA,BLUE,SA_100655,1,Nagole,SA_30101
SA,BLUE,SA_100656,0,Raidurg,SA_31201
SA,BLUE,SA_100657,1,Nagole,SA_31201
SA,BLUE,SA_100658,0,Raidurg,SA_8101
SA,BLUE,SA_100660,0,Raidurg,SA_30201
SA,BLUE,SA_100661,1,Nagole,SA_30201
SA,BLUE,SA_100662,0,Raidurg,SA_30301
SA,BLUE,SA_100663,1,Nagole,SA_30301
SA,BLUE,SA_100664,0,Raidurg,SA_32001
SA,BLUE,SA_100666,0,Raidurg,SA_30401
SA,BLUE,SA_100668,0,Raidurg,SA_32101
SA,BLUE,SA_100669,1,Nagole,SA_32101
SA,BLUE,SA_100670,0,Raidurg,SA_31301
SA,BLUE,SA_100672,0,Raidurg,SA_30501
SA,BLUE,SA_100673,1,Nagole,SA_30501
SA,BLUE,SA_100674,0,Raidurg,SA_31401
SA,BLUE,SA_100675,1,Nagole,SA_31401
SA,BLUE,SA_100676,0,Raidurg,SA_30601
SA,BLUE,SA_100678,0,Raidurg,SA_31501
SA,BLUE,SA_100679,1,Nagole,SA_31501
SA,BLUE,SA_100680,0,Raidurg,SA_30701
SA,BLUE,SA_100682,0,Raidurg,SA_31601
SA,BLUE,SA_100684,0,Raidurg,SA_30801
SA,BLUE,SA_100685,1,Nagole,SA_30801
SA,BLUE,SA_100686,0,Raidurg,SA_31701
SA,BLUE,SA_100687,1,Nagole,SA_31701
SA,BLUE,SA_100688,0,Raidurg,SA_30901
SA,BLUE,SA_100690,0,Raidurg,SA_31801
SA,BLUE,SA_100691,1,Nagole,SA_31801
SA,GREEN,SA_101482,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101483,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101484,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101485,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101486,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101487,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101488,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101489,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101490,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101491,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101492,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101493,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101494,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101495,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101496,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101497,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101498,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101499,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101500,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101501,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101502,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101503,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101504,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101505,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101506,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101507,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101508,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101509,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101510,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101511,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101512,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101513,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101514,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101515,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101516,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101517,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101518,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101519,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101520,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101521,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101522,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101523,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101524,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101525,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101526,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101527,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101528,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101529,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101530,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101531,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101532,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101533,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101534,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101535,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101536,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101537,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101538,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101539,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101540,0,JBS Parade Ground,SA_20201
SA,GREEN,SA_101541,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101542,0,JBS Parade Ground,SA_20301
SA,GREEN,SA_101543,1,Mahatma Gandhi Bus Station,SA_20301
SA,GREEN,SA_101546,1,Mahatma Gandhi Bus Station,SA_20101
SA,GREEN,SA_101547,0,JBS Parade Ground,SA_20101
SA,GREEN,SA_101552,1,Mahatma Gandhi Bus Station,SA_20201
SA,GREEN,SA_101553,0,JBS Parade Ground,SA_20201
SA,BLUE,SA_101765,1,Nagole,SA_8101
SA,BLUE,SA_101767,1,Nagole,SA_32001
SA,BLUE,SA_101769,1,Nagole,SA_31301
SA,BLUE,SA_101771,1,Nagole,SA_30601
SA,BLUE,SA_101775,1,Nagole,SA_30901
SA,BLUE,SA_101779,0,Raidurg,SA_32301
SA,BLUE,SA_101781,0,Raidurg,SA_30101
SA,BLUE,SA_101783,0,Raidurg,SA_31201
SA,BLUE,SA_101785,0,Raidurg,SA_30301
SA,BLUE,SA_101787,0,Raidurg,SA_32601
SA,BLUE,SA_101791,0,Raidurg,SA_31401
SA,BLUE,SA_101793,0,Raidurg,SA_32801
SA,BLUE,SA_102558,1,Nagole,SA_30401
SA,BLUE,SA_102560,1,Nagole,SA_30701
SA,BLUE,SA_102677,1,Nagole,SA_31001
SA,BLUE,SA_102678,0,Raidurg,SA_31101
SA,BLUE,SA_102679,1,Nagole,SA_31101
SA,BLUE,SA_102680,0,Raidurg,SA_31901
SA,BLUE,SA_102681,1,Nagole,SA_31901
SA,BLUE,SA_102682,0,Raidurg,SA_30101
SA,BLUE,SA_102683,1,Nagole,SA_30101
SA,BLUE,SA_102684,0,Raidurg,SA_31201
SA,BLUE,SA_102685,1,Nagole,SA_31201
SA,BLUE,SA_102686,0,Raidurg,SA_30201
SA,BLUE,SA_102687,1,Nagole,SA_30201
SA,BLUE,SA_102688,0,Raidurg,SA_30301
SA,BLUE,SA_102689,1,Nagole,SA_30301
SA,BLUE,SA_102690,0,Raidurg,SA_32001
SA,BLUE,SA_102691,1,Nagole,SA_32001
SA,BLUE,SA_102692,0,Raidurg,SA_30401
SA,BLUE,SA_102693,1,Nagole,SA_30401
SA,BLUE,SA_102694,0,Raidurg,SA_32101
SA,BLUE,SA_102695,1,Nagole,SA_32101
SA,BLUE,SA_102696,0,Raidurg,SA_30501
SA,BLUE,SA_102697,1,Nagole,SA_30501
SA,BLUE,SA_102698,0,Raidurg,SA_31401
SA,BLUE,SA_102699,1,Nagole,SA_31401
SA,BLUE,SA_102700,0,Raidurg,SA_30601
SA,BLUE,SA_102701,1,Nagole,SA_30601
SA,BLUE,SA_102702,0,Raidurg,SA_31501
SA,BLUE,SA_102703,1,Nagole,SA_31501
SA,BLUE,SA_102704,0,Raidurg,SA_30701
SA,BLUE,SA_102705,1,Nagole,SA_30701
SA,BLUE,SA_102706,0,Raidurg,SA_31601
SA,BLUE,SA_102707,1,Nagole,SA_31601
SA,BLUE,SA_102708,0,Raidurg,SA_31701
SA,BLUE,SA_102709,1,Nagole,SA_31701
SA,BLUE,SA_102710,0,Raidurg,SA_30901
SA,BLUE,SA_102711,1,Nagole,SA_30901
SA,BLUE,SA_102712,0,Raidurg,SA_31001
SA,BLUE,SA_102713,1,Nagole,SA_31001
SA,BLUE,SA_102714,0,Raidurg,SA_31101
SA,BLUE,SA_102715,1,Nagole,SA_31101
SA,BLUE,SA_102716,0,Raidurg,SA_31901
SA,BLUE,SA_102717,1,Nagole,SA_31901
SA,BLUE,SA_102718,0,Raidurg,SA_30101
SA,BLUE,SA_102719,1,Nagole,SA_30101
SA,BLUE,SA_102720,0,Raidurg,SA_31201
SA,BLUE,SA_102721,1,Nagole,SA_31201
SA,BLUE,SA_102722,0,Raidurg,SA_30201
SA,BLUE,SA_102723,1,Nagole,SA_30201
SA,BLUE,SA_102724,0,Raidurg,SA_30301
SA,BLUE,SA_102725,1,Nagole,SA_30301
SA,BLUE,SA_102726,0,Raidurg,SA_32001
SA,BLUE,SA_102727,1,Nagole,SA_32001
SA,BLUE,SA_102728,0,Raidurg,SA_30401
SA,BLUE,SA_102729,1,Nagole,SA_30401
SA,BLUE,SA_102730,0,Raidurg,SA_32101
SA,BLUE,SA_102731,1,Nagole,SA_32101
SA,BLUE,SA_102732,0,Raidurg,SA_30501
SA,BLUE,SA_102733,1,Nagole,SA_30501
SA,BLUE,SA_102734,0,Raidurg,SA_31401
SA,BLUE,SA_102735,1,Nagole,SA_31401
SA,BLUE,SA_102736,0,Raidurg,SA_30601
SA,BLUE,SA_102737,1,Nagole,SA_30601
SA,BLUE,SA_102738,0,Raidurg,SA_31501
SA,BLUE,SA_102739,1,Nagole,SA_31501
SA,BLUE,SA_102740,0,Raidurg,SA_30701
SA,BLUE,SA_102741,1,Nagole,SA_30701
SA,BLUE,SA_102742,0,Raidurg,SA_31601
SA,BLUE,SA_102743,1,Nagole,SA_31601
SA,BLUE,SA_102744,0,Raidurg,SA_31701
SA,BLUE,SA_102745,1,Nagole,SA_31701
SA,BLUE,SA_102746,0,Raidurg,SA_30901
SA,BLUE,SA_102747,1,Nagole,SA_30901
SA,BLUE,SA_102748,0,Raidurg,SA_31001
SA,BLUE,SA_102750,0,Raidurg,SA_31101
SA,BLUE,SA_102751,1,Nagole,SA_31101
SA,BLUE,SA_102752,0,Raidurg,SA_31901
SA,BLUE,SA_102753,1,Nagole,SA_31901
SA,BLUE,SA_102754,0,Raidurg,SA_30101
SA,BLUE,SA_102755,1,Nagole,SA_30101
SA,BLUE,SA_102756,0,Raidurg,SA_31201
SA,BLUE,SA_102757,1,Nagole,SA_31201
SA,BLUE,SA_102758,0,Raidurg,SA_30201
SA,BLUE,SA_102759,1,Nagole,SA_30201
SA,BLUE,SA_102760,0,Raidurg,SA_30301
SA,BLUE,SA_102761,1,Nagole,SA_30301
SA,BLUE,SA_102762,0,Raidurg,SA_32001
SA,BLUE,SA_102763,1,Nagole,SA_32001
SA,BLUE,SA_102764,0,Raidurg,SA_30401
SA,BLUE,SA_102765,1,Nagole,SA_30401
SA,BLUE,SA_102766,0,Raidurg,SA_32101
SA,BLUE,SA_102767,1,Nagole,SA_32101
SA,BLUE,SA_102768,0,Raidurg,SA_30501
SA,BLUE,SA_102769,1,Nagole,SA_30501
SA,BLUE,SA_102770,0,Raidurg,SA_31401
SA,BLUE,SA_102771,1,Nagole,SA_31401
SA,BLUE,SA_102772,0,Raidurg,SA_30601
SA,BLUE,SA_102773,1,Nagole,SA_30601
SA,BLUE,SA_102774,0,Raidurg,SA_31501
SA,BLUE,SA_102775,1,Nagole,SA_31501
SA,BLUE,SA_102776,0,Raidurg,SA_30701
SA,BLUE,SA_102777,1,Nagole,SA_30701
SA,BLUE,SA_102778,0,Raidurg,SA_31601
SA,BLUE,SA_102779,1,Nagole,SA_31601
SA,BLUE,SA_102780,0,Raidurg,SA_31701
SA,BLUE,SA_102781,1,Nagole,SA_31701
SA,BLUE,SA_102782,0,Raidurg,SA_30901
SA,BLUE,SA_102783,1,Nagole,SA_30901
SA,BLUE,SA_102787,0,Raidurg,SA_31001
SA,BLUE,SA_102789,1,Nagole,SA_31601
SA,BLUE,SA_102793,0,Raidurg,SA_31901
SA,BLUE,SA_102795,0,Raidurg,SA_30201
SA,BLUE,SA_102797,0,Raidurg,SA_30401
SA,BLUE,SA_102799,0,Raidurg,SA_30501
SA,BLUE,SA_102801,0,Raidurg,SA_31501
SA,BLUE,SA_102803,0,Raidurg,SA_31701
SA,BLUE,SA_102825,0,Raidurg,SA_31001
SA,BLUE,SA_102827,1,Nagole,SA_31001
SA,BLUE,SA_102829,1,Nagole,SA_31001
SA,RED,SA_103525,0,L. B. Nagar,SA_10101
SA,RED,SA_103527,0,L. B. Nagar,SA_10201
SA,RED,SA_103529,0,L. B. Nagar,SA_10301
SA,RED,SA_103531,0,L. B. Nagar,SA_10401
SA,RED,SA_103533,0,L. B. Nagar,SA_10501
SA,RED,SA_103535,0,L. B. Nagar,SA_10601
SA,RED,SA_103537,0,L. B. Nagar,SA_10701
SA,RED,SA_103539,0,L. B. Nagar,SA_10801
SA,RED,SA_103541,0,L. B. Nagar,SA_10901
SA,RED,SA_103542,1,Miyapur,SA_10901
SA,RED,SA_103543,0,L. B. Nagar,SA_11001
SA,RED,SA_103544,1,Miyapur,SA_11001
SA,RED,SA_103550,1,Miyapur,SA_10101
SA,RED,SA_103585,0,L. B. Nagar,SA_11101
SA,RED,SA_103586,1,Miyapur,SA_11101
SA,RED,SA_103587,0,L. B. Nagar,SA_10101
SA,RED,SA_103588,1,Miyapur,SA_10101
SA,RED,SA_103589,0,L. B. Nagar,SA_11201
SA,RED,SA_103590,1,Miyapur,SA_11201
SA,RED,SA_103591,0,L. B. Nagar,SA_10201
SA,RED,SA_103592,1,Miyapur,SA_10201
SA,RED,SA_103593,0,L. B. Nagar,SA_10301
SA,RED,SA_103594,1,Miyapur,SA_10301
SA,RED,SA_103595,0,L. B. Nagar,SA_10401
SA,RED,SA_103596,1,Miyapur,SA_10401
SA,RED,SA_103597,0,L. B. Nagar,SA_11301
SA,RED,SA_103598,1,Miyapur,SA_11301
SA,RED,SA_103599,0,L. B. Nagar,SA_10501
SA,RED,SA_103600,1,Miyapur,SA_10501
SA,RED,SA_103721,0,L. B. Nagar,SA_11401
SA,RED,SA_103722,1,Miyapur,SA_11401
SA,RED,SA_103723,0,L. B. Nagar,SA_10601
SA,RED,SA_103724,1,Miyapur,SA_10601
SA,RED,SA_103725,0,L. B. Nagar,SA_11501
SA,RED,SA_103726,1,Miyapur,SA_11501
SA,RED,SA_103727,0,L. B. Nagar,SA_11601
SA,RED,SA_103728,1,Miyapur,SA_11601
SA,RED,SA_103729,0,L. B. Nagar,SA_10701
SA,RED,SA_103730,1,Miyapur,SA_10701
SA,RED,SA_103731,0,L. B. Nagar,SA_11701
SA,RED,SA_103732,1,Miyapur,SA_11701
SA,RED,SA_103733,0,L. B. Nagar,SA_10801
SA,RED,SA_103734,1,Miyapur,SA_10801
SA,RED,SA_103735,0,L. B. Nagar,SA_11801
SA,RED,SA_103736,1,Miyapur,SA_11801
SA,RED,SA_103737,0,L. B. Nagar,SA_10901
SA,RED,SA_103738,1,Miyapur,SA_10901
SA,RED,SA_103739,0,L. B. Nagar,SA_11901
SA,RED,SA_103740,1,Miyapur,SA_11901
SA,RED,SA_103741,0,L. B. Nagar,SA_11001
SA,RED,SA_103742,1,Miyapur,SA_11001
SA,RED,SA_103743,0,L. B. Nagar,SA_12001
SA,RED,SA_103744,1,Miyapur,SA_12001
SA,RED,SA_103745,0,L. B. Nagar,SA_11101
SA,RED,SA_103746,1,Miyapur,SA_11101
SA,RED,SA_103747,0,L. B. Nagar,SA_12101
SA,RED,SA_103748,1,Miyapur,SA_12101
SA,RED,SA_103749,0,L. B. Nagar,SA_10101
SA,RED,SA_103750,1,Miyapur,SA_10101
SA,RED,SA_103751,0,L. B. Nagar,SA_11201
SA,RED,SA_103752,1,Miyapur,SA_11201
SA,RED,SA_103753,0,L. B. Nagar,SA_12201
SA,RED,SA_103754,1,Miyapur,SA_12201
SA,RED,SA_103755,0,L. B. Nagar,SA_10201
SA,RED,SA_103756,1,Miyapur,SA_10201
SA,RED,SA_103757,0,L. B. Nagar,SA_10301
SA,RED,SA_103758,1,Miyapur,SA_10301
SA,RED,SA_103759,0,L. B. Nagar,SA_12301
SA,RED,SA_103760,1,Miyapur,SA_12301
SA,RED,SA_103761,0,L. B. Nagar,SA_10401
SA,RED,SA_103762,1,Miyapur,SA_10401
SA,RED,SA_103763,0,L. B. Nagar,SA_12401
SA,RED,SA_103764,1,Miyapur,SA_12401
SA,RED,SA_103765,0,L. B. Nagar,SA_11301
SA,RED,SA_103766,1,Miyapur,SA_11301
SA,RED,SA_103767,0,L. B. Nagar,SA_10501
SA,RED,SA_103768,1,Miyapur,SA_10501
SA,RED,SA_103769,0,L. B. Nagar,SA_11401
SA,RED,SA_103770,1,Miyapur,SA_11401
SA,RED,SA_103771,0,L. B. Nagar,SA_10601
SA,RED,SA_103772,1,Miyapur,SA_10601
SA,RED,SA_103773,0,L. B. Nagar,SA_11501
SA,RED,SA_103774,1,Miyapur,SA_11501
SA,RED,SA_103775,0,L. B. Nagar,SA_11601
SA,RED,SA_103776,1,Miyapur,SA_11601
SA,RED,SA_103777,0,L. B. Nagar,SA_10701
SA,RED,SA_103778,1,Miyapur,SA_10701
SA,RED,SA_103779,0,L. B. Nagar,SA_11701
SA,RED,SA_103780,1,Miyapur,SA_11701
SA,RED,SA_103781,0,L. B. Nagar,SA_10801
SA,RED,SA_103782,1,Miyapur,SA_10801
SA,RED,SA_103783,0,L. B. Nagar,SA_11801
SA,RED,SA_103784,1,Miyapur,SA_11801
SA,RED,SA_103785,0,L. B. Nagar,SA_10901
SA,RED,SA_103786,1,Miyapur,SA_10901
SA,RED,SA_103787,0,L. B. Nagar,SA_11901
SA,RED,SA_103788,1,Miyapur,SA_11901
SA,RED,SA_103789,0,L. B. Nagar,SA_11001
SA,RED,SA_103790,1,Miyapur,SA_11001
SA,RED,SA_103791,0,L. B. Nagar,SA_12001
SA,RED,SA_103792,1,Miyapur,SA_12001
SA,RED,SA_103793,0,L. B. Nagar,SA_11101
SA,RED,SA_103794,1,Miyapur,SA_11101
SA,RED,SA_103795,0,L. B. Nagar,SA_12101
SA,RED,SA_103796,1,Miyapur,SA_12101
SA,RED,SA_103797,0,L. B. Nagar,SA_10101
SA,RED,SA_103798,1,Miyapur,SA_10101
SA,RED,SA_103799,0,L. B. Nagar,SA_11201
SA,RED,SA_103800,1,Miyapur,SA_11201
SA,RED,SA_103801,0,L. B. Nagar,SA_12201
SA,RED,SA_103802,1,Miyapur,SA_12201
SA,RED,SA_103803,0,L. B. Nagar,SA_10201
SA,RED,SA_103804,1,Miyapur,SA_10201
SA,RED,SA_103831,0,L. B. Nagar,SA_10301
SA,RED,SA_103832,1,Miyapur,SA_10301
SA,RED,SA_103833,0,L. B. Nagar,SA_12301
SA,RED,SA_103834,1,Miyapur,SA_12301
SA,RED,SA_103835,0,L. B. Nagar,SA_10401
SA,RED,SA_103836,1,Miyapur,SA_10401
SA,RED,SA_103837,0,L. B. Nagar,SA_12401
SA,RED,SA_103838,1,Miyapur,SA_12401
SA,RED,SA_103839,0,L. B. Nagar,SA_11301
SA,RED,SA_103840,1,Miyapur,SA_11301
SA,RED,SA_103841,0,L. B. Nagar,SA_10501
SA,RED,SA_103842,1,Miyapur,SA_10501
SA,RED,SA_103843,0,L. B. Nagar,SA_11401
SA,RED,SA_103844,1,Miyapur,SA_11401
SA,RED,SA_103845,0,L. B. Nagar,SA_10601
SA,RED,SA_103846,1,Miyapur,SA_10601
SA,RED,SA_103848,1,Miyapur,SA_11501
SA,RED,SA_103849,0,L. B. Nagar,SA_11601
SA,RED,SA_103850,1,Miyapur,SA_11601
SA,RED,SA_103851,0,L. B. Nagar,SA_10701
SA,RED,SA_103852,1,Miyapur,SA_10701
SA,RED,SA_103853,0,L. B. Nagar,SA_11701
SA,RED,SA_103854,1,Miyapur,SA_11701
SA,RED,SA_103855,0,L. B. Nagar,SA_11801
SA,RED,SA_103856,1,Miyapur,SA_11801
SA,RED,SA_103857,0,L. B. Nagar,SA_10901
SA,RED,SA_103858,1,Miyapur,SA_10901
SA,RED,SA_103859,0,L. B. Nagar,SA_11901
SA,RED,SA_103860,1,Miyapur,SA_11901
SA,RED,SA_103861,0,L. B. Nagar,SA_11001
SA,RED,SA_103862,1,Miyapur,SA_11001
SA,RED,SA_103863,0,L. B. Nagar,SA_12001
SA,RED,SA_103864,1,Miyapur,SA_12001
SA,RED,SA_103865,0,L. B. Nagar,SA_11101
SA,RED,SA_103866,1,Miyapur,SA_11101
SA,RED,SA_103867,0,L. B. Nagar,SA_12101
SA,RED,SA_103868,1,Miyapur,SA_12101
SA,RED,SA_103869,0,L. B. Nagar,SA_10101
SA,RED,SA_103870,1,Miyapur,SA_10101
SA,RED,SA_103871,0,L. B. Nagar,SA_11201
SA,RED,SA_103872,1,Miyapur,SA_11201
SA,RED,SA_103873,0,L. B. Nagar,SA_12201
SA,RED,SA_103874,1,Miyapur,SA_12201
SA,RED,SA_103875,0,L. B. Nagar,SA_10301
SA,RED,SA_103876,1,Miyapur,SA_10301
SA,RED,SA_103877,0,L. B. Nagar,SA_12301
SA,RED,SA_103878,1,Miyapur,SA_12301
SA,RED,SA_103879,0,L. B. Nagar,SA_10401
SA,RED,SA_103880,1,Miyapur,SA_10401
SA,RED,SA_103881,0,L. B. Nagar,SA_12401
SA,RED,SA_103882,1,Miyapur,SA_12401
SA,RED,SA_103883,0,L. B. Nagar,SA_11301
SA,RED,SA_103884,1,Miyapur,SA_11301
SA,RED,SA_103885,0,L. B. Nagar,SA_10501
SA,RED,SA_103886,1,Miyapur,SA_10501
SA,RED,SA_103887,0,L. B. Nagar,SA_11401
SA,RED,SA_103888,1,Miyapur,SA_11401
SA,RED,SA_103889,0,L. B. Nagar,SA_10601
SA,RED,SA_103890,1,Miyapur,SA_10601
SA,RED,SA_103891,0,L. B. Nagar,SA_11501
SA,RED,SA_103892,1,Miyapur,SA_11501
SA,RED,SA_103893,0,L. B. Nagar,SA_11601
SA,RED,SA_103894,1,Miyapur,SA_11601
SA,RED,SA_103895,0,L. B. Nagar,SA_10701
SA,RED,SA_103896,1,Miyapur,SA_10701
SA,RED,SA_103897,0,L. B. Nagar,SA_11701
SA,RED,SA_103898,1,Miyapur,SA_11701
SA,RED,SA_103899,0,L. B. Nagar,SA_11801
SA,RED,SA_103900,1,Miyapur,SA_11801
SA,RED,SA_103901,0,L. B. Nagar,SA_10901
SA,RED,SA_103902,1,Miyapur,SA_10901
SA,RED,SA_103903,0,L. B. Nagar,SA_11901
SA,RED,SA_103904,1,Miyapur,SA_11901
SA,RED,SA_103905,0,L. B. Nagar,SA_11001
SA,RED,SA_103906,1,Miyapur,SA_11001
SA,RED,SA_103907,0,L. B. Nagar,SA_12001
SA,RED,SA_103908,1,Miyapur,SA_12001
SA,RED,SA_103909,0,L. B. Nagar,SA_11101
SA,RED,SA_103910,1,Miyapur,SA_11101
SA,RED,SA_103911,0,L. B. Nagar,SA_12101
SA,RED,SA_103912,1,Miyapur,SA_12101
SA,RED,SA_103913,0,L. B. Nagar,SA_10101
SA,RED,SA_103914,1,Miyapur,SA_10101
SA,RED,SA_103915,0,L. B. Nagar,SA_11201
SA,RED,SA_103916,1,Miyapur,SA_11201
SA,RED,SA_103917,0,L. B. Nagar,SA_12201
SA,RED,SA_103918,1,Miyapur,SA_12201
SA,RED,SA_103919,0,L. B. Nagar,SA_10301
SA,RED,SA_103920,1,Miyapur,SA_10301
SA,RED,SA_103921,0,L. B. Nagar,SA_12301
SA,RED,SA_103922,1,Miyapur,SA_12301
SA,RED,SA_103923,0,L. B. Nagar,SA_10401
SA,RED,SA_103924,1,Miyapur,SA_10401
SA,RED,SA_103925,0,L. B. Nagar,SA_12401
SA,RED,SA_103926,1,Miyapur,SA_12401
SA,RED,SA_103927,0,L. B. Nagar,SA_11301
SA,RED,SA_103928,1,Miyapur,SA_11301
SA,RED,SA_103929,0,L. B. Nagar,SA_10501
SA,RED,SA_103930,1,Miyapur,SA_10501
SA,RED,SA_103931,0,L. B. Nagar,SA_11401
SA,RED,SA_103932,1,Miyapur,SA_11401
SA,RED,SA_103933,0,L. B. Nagar,SA_10601
SA,RED,SA_103934,1,Miyapur,SA_10601
SA,RED,SA_103935,0,L. B. Nagar,SA_11501
SA,RED,SA_103936,1,Miyapur,SA_11501
SA,RED,SA_103937,0,L. B. Nagar,SA_11601
SA,RED,SA_103938,1,Miyapur,SA_11601
SA,RED,SA_103939,0,L. B. Nagar,SA_10701
SA,RED,SA_103940,1,Miyapur,SA_10701
SA,RED,SA_103941,0,L. B. Nagar,SA_11701
SA,RED,SA_103942,1,Miyapur,SA_11701
SA,RED,SA_103943,0,L. B. Nagar,SA_11801
SA,RED,SA_103944,1,Miyapur,SA_11801
SA,RED,SA_103945,0,L. B. Nagar,SA_10901
SA,RED,SA_103946,1,Miyapur,SA_10901
SA,RED,SA_103947,0,L. B. Nagar,SA_11901
SA,RED,SA_103948,1,Miyapur,SA_11901
SA,RED,SA_103949,0,L. B. Nagar,SA_11001
SA,RED,SA_103950,1,Miyapur,SA_11001
SA,RED,SA_103951,0,L. B. Nagar,SA_12001
SA,RED,SA_103952,1,Miyapur,SA_12001
SA,RED,SA_103953,0,L. B. Nagar,SA_11101
SA,RED,SA_103954,1,Miyapur,SA_11101
SA,RED,SA_103955,0,L. B. Nagar,SA_12101
SA,RED,SA_103956,1,Miyapur,SA_12101
SA,RED,SA_103957,0,L. B. Nagar,SA_10101
SA,RED,SA_103958,1,Miyapur,SA_10101
SA,RED,SA_103959,0,L. B. Nagar,SA_11201
SA,RED,SA_103960,1,Miyapur,SA_11201
SA,RED,SA_103961,0,L. B. Nagar,SA_12201
SA,RED,SA_103962,1,Miyapur,SA_12201
SA,RED,SA_103963,0,L. B. Nagar,SA_10301
SA,RED,SA_103964,1,Miyapur,SA_10301
SA,RED,SA_103965,0,L. B. Nagar,SA_12301
SA,RED,SA_103966,1,Miyapur,SA_12301
